Dīgha Nikāya 14 ||| Long Discourses 14
Mahāpadānasutta ||| The Great Discourse on Traces Left Behind
1. Pubbenivāsapaṭisaṁyuttakathā ||| 1. On Past Lives
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme karerikuṭikāyaṁ. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery, in the hut by the kareri tree.
Atha kho sambahulānaṁ bhikkhūnaṁ pacchābhattaṁ piṇḍapātapaṭikkantānaṁ karerimaṇḍalamāḷe sannisinnānaṁ sannipatitānaṁ pubbenivāsapaṭisaṁyuttā dhammī kathā udapādi: ||| Then after the meal, on return from almsround, several mendicants sat together in the pavilion by the kareri tree and this Dhamma talk on the subject of past lives came up among them,
“itipi pubbenivāso, itipi pubbenivāso”ti. ||| “So it was in a past life; such it was in a past life.”
Assosi kho bhagavā dibbāya sotadhātuyā visuddhāya atikkantamānusikāya tesaṁ bhikkhūnaṁ imaṁ kathāsallāpaṁ. ||| With clairaudience that is purified and superhuman, the Buddha heard that discussion among the mendicants.
Atha kho bhagavā uṭṭhāyāsanā yena karerimaṇḍalamāḷo tenupasaṅkami; upasaṅkamitvā paññatte āsane nisīdi, nisajja kho bhagavā bhikkhū āmantesi: ||| So he got up from his seat and went to the pavilion, where he sat on the seat spread out and addressed the mendicants,
“kāya nuttha, bhikkhave, etarahi kathāya sannisinnā; kā ca pana vo antarākathā vippakatā”ti? ||| “Mendicants, what were you sitting talking about just now? What conversation was left unfinished?”
Evaṁ vutte, te bhikkhū bhagavantaṁ etadavocuṁ: ||| The mendicants told him what had happened, adding,
“idha, bhante, amhākaṁ pacchābhattaṁ piṇḍapātapaṭikkantānaṁ karerimaṇḍalamāḷe sannisinnānaṁ sannipatitānaṁ pubbenivāsapaṭisaṁyuttā dhammī kathā udapādi:
‘itipi pubbenivāso itipi pubbenivāso’ti.
Ayaṁ kho no, bhante, antarākathā vippakatā. Atha bhagavā anuppatto”ti. ||| “This is the conversation that was unfinished when the Buddha arrived.”
“Iccheyyātha no tumhe, bhikkhave, pubbenivāsapaṭisaṁyuttaṁ dhammiṁ kathaṁ sotun”ti? ||| “Would you like to hear a Dhamma talk on the subject of past lives?”
“Etassa, bhagavā, kālo; etassa, sugata, kālo; ||| “Now is the time, Blessed One! Now is the time, Holy One!
yaṁ bhagavā pubbenivāsapaṭisaṁyuttaṁ dhammiṁ kathaṁ kareyya, bhagavato sutvā bhikkhū dhāressantī”ti. ||| Let the Buddha give a Dhamma talk on the subject of past lives. The mendicants will listen and remember it.”
“Tena hi, bhikkhave, suṇātha sādhukaṁ manasi karotha bhāsissāmī”ti. ||| “Well then, mendicants, listen and apply your mind well, I will speak.”
“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ. ||| “Yes, sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Ito so, bhikkhave, ekanavutikappe yaṁ vipassī bhagavā arahaṁ sammāsambuddho loke udapādi. ||| “Ninety-one eons ago, the Buddha Vipassī arose in the world, perfected and fully awakened.
Ito so, bhikkhave, ekatiṁse kappe yaṁ sikhī bhagavā arahaṁ sammāsambuddho loke udapādi. ||| Thirty-one eons ago, the Buddha Sikhī arose in the world, perfected and fully awakened.
Tasmiññeva kho, bhikkhave, ekatiṁse kappe vessabhū bhagavā arahaṁ sammāsambuddho loke udapādi. ||| In the same thirty-first eon, the Buddha Vessabhū arose in the world, perfected and fully awakened.
Imasmiññeva kho, bhikkhave, bhaddakappe kakusandho bhagavā arahaṁ sammāsambuddho loke udapādi. ||| In the present fortunate eon, the Buddhas Kakusandha,
Imasmiññeva kho, bhikkhave, bhaddakappe koṇāgamano bhagavā arahaṁ sammāsambuddho loke udapādi. ||| Koṇāgamana,
Imasmiññeva kho, bhikkhave, bhaddakappe kassapo bhagavā arahaṁ sammāsambuddho loke udapādi. ||| and Kassapa arose in the world, perfected and fully awakened.
Imasmiññeva kho, bhikkhave, bhaddakappe ahaṁ etarahi arahaṁ sammāsambuddho loke uppanno. ||| And in the present fortunate eon, I have arisen in the world, perfected and fully awakened.
Vipassī, bhikkhave, bhagavā arahaṁ sammāsambuddho khattiyo jātiyā ahosi, khattiyakule udapādi. ||| The Buddhas Vipassī,
Sikhī, bhikkhave, bhagavā arahaṁ sammāsambuddho khattiyo jātiyā ahosi, khattiyakule udapādi. ||| Sikhī,
Vessabhū, bhikkhave, bhagavā arahaṁ sammāsambuddho khattiyo jātiyā ahosi, khattiyakule udapādi. ||| and Vessabhū were born as aristocrats into aristocrat families.
Kakusandho, bhikkhave, bhagavā arahaṁ sammāsambuddho brāhmaṇo jātiyā ahosi, brāhmaṇakule udapādi. ||| The Buddhas Kakusandha,
Koṇāgamano, bhikkhave, bhagavā arahaṁ sammāsambuddho brāhmaṇo jātiyā ahosi, brāhmaṇakule udapādi. ||| Koṇāgamana,
Kassapo, bhikkhave, bhagavā arahaṁ sammāsambuddho brāhmaṇo jātiyā ahosi, brāhmaṇakule udapādi. ||| and Kassapa were born as brahmins into brahmin families.
Ahaṁ, bhikkhave, etarahi arahaṁ sammāsambuddho khattiyo jātiyā ahosiṁ, khattiyakule uppanno. ||| I was born as an aristocrat into an aristocrat family.
